"Petrol bunk office burglary at midnight",Burglary,Medium
"Doors broken and ornaments missing from drawers",Burglary,High
"Night guard threatened during burglary incident",Burglary,High
"Shop cash counter emptied after break-in",Burglary,High
"Store burglars escaped with electronic devices",Burglary,High
"Family returned home to find burglary scene",Burglary,Medium
"Residential house burgled through balcony entry",Burglary,High
"Burglars stole gold coins from cupboard locker",Burglary,High
"Grocery shop shutters cut with hacksaw",Burglary,High
"Burglary of import goods from warehouse",Burglary,High
"House targeted by burglars during vacation",Burglary,High
"Office almirah lock broken, documents stolen",Burglary,Medium
"Unsafe window entry led to house burglary",Burglary,Medium
"Luxury watches stolen from bungalow",Burglary,High
"Terrace door broken, house burgled",Burglary,High
"Cash and mobile phones stolen after break-in",Burglary,High
"Store broken by gang, CCTV footage checked",Burglary,High
"Armed robbery at jewelry store with weapon threat",Robbery,High
"Robbers snatched gold chain from pedestrian",Robbery,Medium
"Robbery attempt on shopkeeper with knife",Robbery,High
"Masked men looted mobile shop at night",Robbery,High
"Handbag snatched by bikers near school",Robbery,Medium
"Cash robbery outside ATM by two attackers",Robbery,High
"Robbers broke into petrol bunk and stole money",Robbery,High
"Chain snatching incident reported on main road",Robbery,Medium
"Armed gang looted farmhouse valuables",Robbery,High
"Youth robbed near bus depot using force",Robbery,Medium
"Passenger robbed in auto by strangers",Robbery,Medium
"Night robbery at bakery shop",Robbery,High
"Muggers looted tourist near beach",Robbery,Medium
"Man robbed while returning from bank",Robbery,High
"Armed robbery at pawn shop",Robbery,High
"Bikers snatched woman’s purse and escaped",Robbery,Medium
"Robbers looted busy grocery shop",Robbery,High
"Chain snatching reported near market junction",Robbery,Medium
"Night-time robbery inside medical shop",Robbery,High
"Robbers threatened vegetable vendor and took cash",Robbery,Medium
"Couple robbed by two masked bikers",Robbery,Medium
"Robbery attempt on laborer at night",Robbery,Medium
"Gold pendant snatched from elderly woman",Robbery,Medium
"Cash robbery in crowded bus",Robbery,Medium
"Scooter rider robbed by three men near bridge",Robbery,High
"Robbers forced entry into home and stole ornaments",Robbery,High
"Chain and wallet snatched from passenger",Robbery,Medium
"Roadside robbery using pepper spray",Robbery,High
"Armed men robbed electronic store",Robbery,High
"Shop looted at knifepoint by three youths",Robbery,High
"Robbers snatched mobile phone during traffic jam",Robbery,Medium
"Robbery attempt on old man outside bank",Robbery,Medium
"Night robbery at highway toll booth",Robbery,High
"Rickshaw passenger robbed using force",Robbery,Medium
"Gold bangle snatching near temple",Robbery,Medium
"Masked robbers looted warehouse",Robbery,High
"Passenger’s bag stolen after assault",Robbery,High
"Vegetable seller robbed by two youths",Robbery,Medium
"House robbery attempt by armed gang",Robbery,High
"Chain snatching while jogging in park",Robbery,Medium
"Mobile robbed at bus stand stairs",Robbery,Medium
"Taxi driver robbed by passenger",Robbery,High
"Knife-point robbery at liquor store",Robbery,High
"Wallet snatched from IT employee",Robbery,Medium
"Armed gang robbed gold shop staff",Robbery,High
"Bikers robbed student returning home",Robbery,Medium
"Shop robbery during evening rush",Robbery,High
"Robbers threatened watchman to enter bungalow",Robbery,High
"Cash bag snatched from courier agent",Robbery,High
"Teen robbed while chatting on phone",Robbery,Medium
"Auto driver forced to give earnings to robbers",Robbery,Medium
"Street robbery near cinema hall",Robbery,Medium
"Handbag snatching by bike thieves",Robbery,Medium
"ATM center robbery with masked attackers",Robbery,High
"Chain snatching near bus terminal",Robbery,Medium
"Forced entry robbery in house by strangers",Robbery,High
"Mobile snatched inside metro",Robbery,Medium
"Jewelry robbed during house party",Robbery,High
"Delivery boy robbed after dropping parcel",Robbery,Medium
"Robbery near railway station stairs",Robbery,Medium
"Gold chain snatched at crowded fair",Robbery,Medium
"Money stolen after assault near park",Robbery,High
"Petrol pump cash robbed by gang",Robbery,High
"Pedestrian robbed using threat",Robbery,Medium
"Robbery attempt by miscreants on street",Robbery,Medium
"Gold necklace snatched from woman",Robbery,Medium
"Man robbed while walking alone at night",Robbery,Medium
"Threatened family for cash & ornaments",Robbery,High
"Wallet robbed in bus during travel",Robbery,Medium
"House looted with weapons at midnight",Robbery,High
"Chain snatching with minor injury",Robbery,Medium
"Biker robbed student near tuition center",Robbery,Medium
"Neighbour robbed shop owner using force",Robbery,High
"Taxi passenger robbed with knife threat",Robbery,High
"Robbery inside garments shop by two men",Robbery,High
"Mobile snatched by trio on motorbike",Robbery,Medium
"Mugging reported near city mall",Robbery,Medium
"Gold locket stolen after assault",Robbery,High
"Cash robbed from auto meter drawer",Robbery,Medium
"House robbery by breaking kitchen window",Robbery,High
"Chain snatching at hospital entrance",Robbery,Medium
"Bike gangs robbed valuables on street",Robbery,High
"Elderly man robbed outside temple",Robbery,Medium
"Watchman attacked during house robbery",Robbery,High
"Robbers looted shop using iron rods",Robbery,High
"Handbag robbed by two passing bikers",Robbery,Medium
"Petty cash robbed from vendor",Robbery,Medium
"Chain snatching by masked snatchers",Robbery,Medium
"Cash stolen after threatening worker",Robbery,High
"Man robbed while buying medicine",Robbery,Medium
"Couple attacked and robbed at park",Robbery,High
"Knife used to rob mobile from student",Robbery,High
"Scooty rider robbed when stopped by gang",Robbery,High
"Bag snatched from bank clerk",Robbery,Medium
"Home occupants locked inside during robbery",Robbery,High
"Passenger robbed in train coach",Robbery,High
"Jewelry robbed during celebration crowd",Robbery,High
"Tourist robbed at heritage site",Robbery,Medium
"Street robbery during early morning walk",Robbery,Medium
